#chr	normal	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19
14	0	0.192720344931	0.0	0.263493670886	0.0	0.0	0.146631706333	0.108100204698	0.0	0.167706708268	0.153490708187	0.101141598238	0.0	0.211099127365	0.0	0.0	0.0	0.261630766204	0.0	0.0	0.117256184829
15	0	0.199427386711	0.0	0.26502016129	0.0	0.0	0.140523852206	0.104384133612	0.0	0.159222538529	0.152480839048	0.103964845701	0.0	0.225692050044	0.0	0.0	0.0	0.267693836978	0.0	0.0	0.120756595321
16	0	0.190471434279	0.0	0.256615634188	0.0	0.0	0.152486187845	0.249300838993	0.0	0.161344704482	0.357880247763	0.104285996445	0.0	0.208126456581	0.278044391122	0.209516193523	0.0	0.261712598425	0.162194875933	0.0	0.294767210505
17	0	0.0	0.205229403059	0.0	0.0	0.0	0.35172344488	0.133811945358	0.0	0.181946688207	0.0	0.116164599331	0.0	0.0	0.222464991558	0.0	0.255367567033	0.0	0.156461906661	0.107086145296	0.0
18	0	0.196873424105	0.0	0.25811607232	0.0	0.0	0.14651870765	0.107070707071	0.0	0.160283548292	0.15061703419	0.0988757277655	0.0	0.221520256719	0.0	0.0	0.0	0.255825582558	0.0	0.0	0.126044498138
19	0	0.187858076189	0.0	0.265612489992	0.0	0.0	0.1521996449	0.103290129611	0.0	0.157267672756	0.145161290323	0.0982044337446	0.0	0.224020783373	0.0	0.0	0.0	0.255275296889	0.0	0.0	0.120232510708
20	0	0.193348879651	0.0	0.255813953488	0.0	0.0	0.139440254069	0.105242216254	0.0	0.159976033553	0.157576358588	0.104666464217	0.0	0.222255134281	0.0	0.0	0.0	0.264319809069	0.0	0.0	0.1212423849
21	0	0.199074539785	0.0	0.259686071925	0.0	0.0	0.143142742903	0.253922674597	0.0	0.163136012671	0.364156052552	0.105957616953	0.0	0.216218847352	0.274997492729	0.213157894737	0.0	0.258876181004	0.163355408389	0.0	0.298814229249
22	0	0.195283789302	0.0	0.264820165388	0.0	0.0	0.14702960461	0.247869246967	0.0	0.161436747582	0.362269446672	0.10068786761	0.0	0.21865179929	0.276104616604	0.213062098501	0.0	0.254709418838	0.159104719465	0.0	0.284422110553
23	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.174943232303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.155559976129	0.207346207446
24	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.179937744753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.160339611594	0.217460953144
25	0	0.196541037689	0.0	0.25713157635	0.0	0.0	0.144879429855	0.10144638404	0.0	0.158491692369	0.155569068613	0.100179068842	0.0	0.216329378925	0.0	0.0	0.0	0.270115519839	0.0	0.0	0.119040388703
26	0	0.190263288624	0.0	0.248332835672	0.0	0.0	0.150307057284	0.104693505968	0.0	0.163581790895	0.15069451384	0.0985887497515	0.0	0.215080468905	0.0	0.0	0.0	0.262702485159	0.0	0.0	0.11951916445
27	0	0.0	0.146490536278	0.240817148033	0.272311667661	0.282881424524	0.0	0.0	0.336855747184	0.0	0.137862137862	0.0	0.226120076175	0.276632129564	0.0	0.142640670775	0.0	0.236053246621	0.0	0.0909816440543	0.0
28	0	0.0	0.201934465061	0.0	0.0	0.0	0.354099678457	0.134889240506	0.0	0.178078166324	0.0	0.113781412046	0.0	0.0	0.220713073005	0.0	0.248497596154	0.0	0.150643905361	0.106965667791	0.0
29	0	0.196137296107	0.0	0.263750244666	0.0	0.0	0.141912869304	0.109406337746	0.0	0.160075143366	0.154720016085	0.105111376293	0.0	0.221129977162	0.0	0.0	0.0	0.265240534297	0.0	0.0	0.118418457898
30	0	0.200936441522	0.0	0.270870513583	0.0	0.0	0.145888324873	0.104359180394	0.0	0.156072874494	0.154261164952	0.0952187182096	0.0	0.218165267523	0.0	0.0	0.0	0.259655793476	0.0	0.0	0.123995983936
31	0	0.501003210273	0.0	0.253976243205	0.224886520624	0.0	0.138947580239	0.366555589215	0.0	0.161842764146	0.363825983313	0.102320987654	0.277383924114	0.214157168566	0.277047220562	0.209123162696	0.255963118861	0.25610358802	0.348134813481	0.14846985153	0.293426294821
32	0	0.188950605039	0.0	0.256918176389	0.0	0.0	0.150461106656	0.10198980102	0.0	0.158011272142	0.151362060426	0.109385817427	0.0	0.215457860616	0.0	0.0	0.0	0.260185277418	0.0	0.0	0.122613877386
33	0	0.503360417294	0.0	0.261601683873	0.224626121635	0.0	0.142032447497	0.363989372573	0.0	0.164868105516	0.363672654691	0.10660810541	0.268671480859	0.212994963958	0.283851055356	0.208341648374	0.245676500509	0.263157894737	0.354702146961	0.139259863391	0.292150580697
34	0	0.195768242041	0.0	0.256827837346	0.0	0.0	0.145465550288	0.105680449619	0.0	0.155605018211	0.149783208514	0.102605210421	0.0	0.214399522008	0.0	0.0	0.0	0.256779745822	0.0	0.0	0.118165249089
35	0	0.0	0.292606134471	0.239694349487	0.276427703524	0.493813825609	0.0	0.0	0.497916253225	0.162023534145	0.132411460406	0.101356102461	0.224333063864	0.284899163797	0.0	0.297956754612	0.0	0.24122763171	0.0	0.0798942874568	0.0
36	0	0.0	0.0	0.0	0.221921379864	0.0	0.0	0.117576604452	0.0	0.0	0.0	0.0	0.267375467612	0.0	0.0	0.0	0.24944679139	0.0	0.0	0.0	0.0
37	0	0.0	0.138922275641	0.231132075472	0.263147350496	0.281642751113	0.0	0.0	0.348885381732	0.0	0.145410481672	0.0	0.230578921326	0.280225764927	0.0	0.138094278807	0.0	0.238561761438	0.0	0.0825349301397	0.0
38	0	0.4941993059	0.0	0.26219451865	0.235234627832	0.0	0.146539476355	0.354740061162	0.0	0.157713707638	0.360557573378	0.101749125437	0.269852495454	0.218292318422	0.271606166087	0.213719787383	0.247331138382	0.255745671763	0.347951759195	0.146561328877	0.295969023034
39	0	0.197350207633	0.0	0.255008012821	0.0	0.0	0.151848151848	0.102827763496	0.0	0.160735705718	0.155662264906	0.0988377868283	0.0	0.220154107876	0.0	0.0	0.0	0.256310485882	0.0	0.0	0.122874106873
40	0	0.19390109339	0.0	0.252069825436	0.0	0.0	0.150110154216	0.243097709027	0.0	0.161119968115	0.364691632179	0.104093684316	0.0	0.21578789993	0.281646825397	0.208553971487	0.0	0.260164250228	0.166483461577	0.0	0.2856272838
41	0	0.492535847574	0.0	0.249576566703	0.233412793008	0.0	0.147726146834	0.370771723719	0.0	0.165438578783	0.371582477894	0.103060712494	0.269332250863	0.21971746318	0.270394133822	0.212770216173	0.250572880343	0.258821190737	0.35071564408	0.146377672209	0.291926079652
42	0	0.0	0.205446293495	0.0	0.0	0.0	0.352429009597	0.134163629	0.0	0.180304711936	0.0	0.11706629055	0.0	0.0	0.2229615652	0.0	0.244021038007	0.0	0.145650438947	0.102843981574	0.0
43	0	0.0	0.0	0.0	0.22494765181	0.0	0.0	0.115679442509	0.0	0.0	0.0	0.0	0.276469998998	0.0	0.0	0.0	0.245106805763	0.0	0.0	0.0	0.0
44	0	0.189175769613	0.0	0.250793335978	0.0	0.0	0.143797367371	0.103854920226	0.0	0.164879222211	0.14520657842	0.100829288026	0.0	0.228216612378	0.0	0.0	0.0	0.259222333001	0.0	0.0	0.118545526212
45	0	0.191217014573	0.0	0.258878778984	0.0	0.0	0.151533253684	0.104955401388	0.0	0.156137544982	0.152738904438	0.110411670663	0.0	0.213195470212	0.0	0.0	0.0	0.260484527687	0.0	0.0	0.125492573507
46	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.179523001696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.160283971603	0.213056025475
47	0	0.0	0.143098647574	0.235334645669	0.0	0.0	0.0	0.0	0.141788812444	0.0	0.138902668916	0.0	0.240513833992	0.0	0.0	0.140838061113	0.0	0.240670901151	0.0	0.0886911308869	0.0
48	0	0.178773775799	0.0	0.268092268092	0.0	0.0	0.141359717868	0.252452452452	0.0	0.165082194494	0.355140186916	0.0980572597137	0.0	0.218095813205	0.276576755256	0.212496344673	0.0	0.25641025641	0.158510745636	0.0	0.282593446237
49	0	0.0	0.14594811179	0.23453862873	0.275352041333	0.286491835725	0.0	0.0	0.332170272156	0.0	0.141172914148	0.0	0.227245388933	0.280752969599	0.0	0.140972222222	0.0	0.237647529506	0.0	0.0870481927711	0.0
50	0	0.505919808974	0.0	0.266436337771	0.231547911548	0.0	0.150467103955	0.366778489377	0.0	0.159186116098	0.362769693929	0.106344042294	0.263414634146	0.220453641066	0.279872012799	0.209060269627	0.250649870026	0.262311457397	0.342397172867	0.151717938474	0.295116559486
51	0	0.0	0.204695599146	0.0	0.0	0.0	0.348624764174	0.135436551793	0.0	0.187580853816	0.0	0.119517102616	0.0	0.0	0.224489795918	0.0	0.251859196827	0.0	0.153165689295	0.110542682315	0.0
52	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.186363636364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.160678642715	0.208928571429
53	0	0.192716086137	0.0	0.266693362699	0.0	0.0	0.151633593907	0.108374885519	0.0	0.166599959976	0.150812064965	0.106554953179	0.0	0.217656912011	0.0	0.0	0.0	0.262545162585	0.0	0.0	0.118163471241
54	0	0.503595704857	0.0	0.268314925524	0.231270358306	0.0	0.142957746479	0.36235733963	0.0	0.165056360709	0.359638554217	0.104824606522	0.275426724573	0.216514122626	0.277132164664	0.210823669343	0.246511164274	0.26546625088	0.349894398069	0.150275137569	0.28658965344
55	0	0.492565802692	0.0	0.262050030506	0.233439111464	0.0	0.145657985939	0.361965601966	0.0	0.155876743953	0.358640056163	0.101597380693	0.265612409347	0.213721118768	0.273240832507	0.204899106515	0.2458769107	0.262123328677	0.350205885307	0.151725525707	0.289697681244
56	0	0.0	0.203958162428	0.0	0.0	0.0	0.359946976649	0.137937958036	0.0	0.17841276252	0.0	0.110422704107	0.0	0.0	0.218476401328	0.0	0.25493469508	0.0	0.146738597352	0.105289174493	0.0
57	0	0.188703722183	0.0	0.264303544683	0.0	0.0	0.146953046953	0.105811623246	0.0	0.166650143749	0.161718512514	0.102315831503	0.0	0.221325707282	0.0	0.0	0.0	0.259023565676	0.0	0.0	0.116209476309
58	0	0.0	0.0	0.0	0.22778385909	0.0	0.0	0.113175506942	0.0	0.0	0.0	0.0	0.267250050292	0.0	0.0	0.0	0.244936271119	0.0	0.0	0.0	0.0
59	0	0.196323974955	0.0	0.262990876636	0.0	0.0	0.144019282917	0.105741387918	0.0	0.158474828716	0.151691488312	0.100508525277	0.0	0.211215141448	0.0	0.0	0.0	0.264152892562	0.0	0.0	0.117192912996
60	0	0.189601525645	0.0	0.266891222508	0.0	0.0	0.144214589726	0.104115226337	0.0	0.168437025797	0.150514023356	0.105568910256	0.0	0.223013752845	0.0	0.0	0.0	0.253106670643	0.0	0.0	0.119612395276
61	0	0.0	0.204843592331	0.0	0.0	0.0	0.35998822606	0.133326665333	0.0	0.178564287143	0.0	0.11091305209	0.0	0.0	0.221989424324	0.0	0.258954261335	0.0	0.154646393918	0.110450468608	0.0
62	0	0.193577075099	0.0	0.255196419692	0.0	0.0	0.144056782965	0.104583666934	0.0	0.164387575698	0.145416749159	0.103860294118	0.0	0.21550617284	0.0	0.0	0.0	0.251875126698	0.0	0.0	0.123306772908
63	0	0.0	0.201966489415	0.0	0.0	0.0	0.356039325843	0.13810483871	0.0	0.17130322066	0.0	0.113049546406	0.0	0.0	0.223973496637	0.0	0.252394253791	0.0	0.149733158796	0.105934778205	0.0
64	0	0.496638323116	0.0	0.263670338316	0.236601435736	0.0	0.144011976048	0.364260474508	0.0	0.155564499899	0.365115814696	0.103726082578	0.271945432977	0.222167145831	0.276704888352	0.213893602156	0.247086247086	0.26812097174	0.348551890587	0.145804403888	0.290352034087
65	0	0.0	0.196983500354	0.0	0.0	0.0	0.360677083333	0.131152460984	0.0	0.186152776398	0.0	0.111264006291	0.0	0.0	0.225406114418	0.0	0.255813953488	0.0	0.148852657005	0.106011252591	0.0
66	0	0.0	0.205641128226	0.0	0.0	0.0	0.359587342526	0.140060240964	0.0	0.176696672398	0.0	0.119373190937	0.0	0.0	0.228591297437	0.0	0.259519038076	0.0	0.148188585608	0.107171314741	0.0
67	0	0.0	0.205038488453	0.0	0.0	0.0	0.353739445115	0.12808855505	0.0	0.176612417119	0.0	0.117994395516	0.0	0.0	0.229935794543	0.0	0.251595532509	0.0	0.148140783456	0.102271590113	0.0
68	0	0.504199979759	0.0	0.257093225246	0.233093955715	0.0	0.142348049891	0.361399227171	0.0	0.164883698106	0.364055771991	0.102430384729	0.270975392825	0.215650591447	0.264434297311	0.209921774433	0.251977286554	0.262813412547	0.349718536389	0.144185126582	0.290306122449
69	0	0.495449949444	0.0	0.267814009662	0.229623051115	0.0	0.146060606061	0.36952853598	0.0	0.161885245902	0.365238285943	0.101277190182	0.279185750636	0.21628021707	0.273488747603	0.207457076095	0.252048144028	0.264908600539	0.351452856296	0.148390941597	0.281063321386
70	0	0.0	0.198048682358	0.0	0.0	0.0	0.352132463623	0.134549485991	0.0	0.18037214886	0.0	0.116808830908	0.0	0.0	0.219500099187	0.0	0.245125628141	0.0	0.154392635581	0.107618858166	0.0
71	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.175333132953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.162740266141	0.214350407568
72	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.176661105113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.161851444567	0.212223101266
73	0	0.480249271284	0.0	0.267884169105	0.216492776886	0.0	0.145459917274	0.365583756345	0.0	0.164620648018	0.360717846461	0.0975634112243	0.273225677831	0.215576073866	0.271330206566	0.211987009153	0.244254892122	0.264388135926	0.346714243235	0.156349840256	0.280742459397
74	0	0.0	0.297793035802	0.244119707737	0.266192099459	0.506114961272	0.0	0.0	0.503705899792	0.157995563622	0.143139580862	0.106737693598	0.229849861715	0.279205955335	0.0	0.288785876319	0.0	0.246744068652	0.0	0.0863294942414	0.0
75	0	0.0	0.206653426018	0.0	0.0	0.0	0.346784486991	0.12972266881	0.0	0.181943623103	0.0	0.113466088328	0.0	0.0	0.218631934778	0.0	0.251702724359	0.0	0.15203276396	0.104935118014	0.0
76	0	0.0	0.20970042796	0.0	0.0	0.0	0.358850713281	0.131254386844	0.0	0.180756285884	0.0	0.11928908525	0.0	0.0	0.217650566488	0.0	0.253448796697	0.0	0.151281537845	0.107118175536	0.0
77	0	0.0	0.199034387624	0.0	0.0	0.0	0.357587939698	0.13488372093	0.0	0.174165748071	0.0	0.116513578275	0.0	0.0	0.227426412092	0.0	0.254954685788	0.0	0.149198765801	0.100782975306	0.0
78	0	0.19312749004	0.0	0.257687266862	0.0	0.0	0.147011632571	0.107132287659	0.0	0.162572398642	0.15301530153	0.106062129285	0.0	0.210342068414	0.0	0.0	0.0	0.262065541212	0.0	0.0	0.120293202129
79	0	0.49889023406	0.0	0.266217020432	0.23058637084	0.0	0.142886117027	0.369085805934	0.0	0.161329183817	0.365704997968	0.104700423643	0.2658	0.215965224264	0.268854748603	0.207575757576	0.249327622273	0.253695803155	0.345255690216	0.154748546363	0.286536934075
80	0	0.195721077655	0.0	0.272951385465	0.0	0.0	0.147575334265	0.248929602708	0.0	0.152199880549	0.365707312112	0.105017265895	0.0	0.220033989803	0.272864625302	0.210250730037	0.0	0.255844155844	0.159656309322	0.0	0.292833648958
81	0	0.18683436454	0.0	0.256402590932	0.0	0.0	0.152044989775	0.0986627043091	0.0	0.162164886112	0.149556905307	0.100439736158	0.0	0.218245614035	0.0	0.0	0.0	0.268998793727	0.0	0.0	0.128033302873
82	0	0.508341608739	0.0	0.265684890054	0.233912869704	0.0	0.146669321916	0.362372474495	0.0	0.161389884508	0.363816703035	0.103361766182	0.269693056521	0.224565514548	0.280099009901	0.209717649406	0.24668644906	0.25933320024	0.352421595871	0.151896146376	0.293887775551
83	0	0.0	0.290930622718	0.249294923449	0.269014649809	0.50750327324	0.0	0.0	0.501348786093	0.15741202273	0.136942675159	0.104358256697	0.218383899069	0.283123425693	0.0	0.296631473102	0.0	0.244475834931	0.0	0.0924269528921	0.0
84	0	0.182243921881	0.0	0.258718572587	0.0	0.0	0.157842057852	0.247379454927	0.0	0.163468231083	0.361100079428	0.107905253923	0.0	0.22081167533	0.269501437209	0.21626746507	0.0	0.264823318028	0.164075121163	0.0	0.289908808498
85	0	0.0	0.2016120804	0.0	0.0	0.0	0.358375125376	0.132007594684	0.0	0.177368212446	0.0	0.116398390342	0.0	0.0	0.217090763374	0.0	0.24925044973	0.0	0.153032946731	0.105877575881	0.0
86	0	0.194673366834	0.0	0.266063348416	0.0	0.0	0.14783919598	0.247175141243	0.0	0.16482300885	0.35379241517	0.10567087099	0.0	0.21681723419	0.284199048374	0.208471343973	0.0	0.261954887218	0.166401590457	0.0	0.301765002521
87	0	0.0	0.199196383727	0.0	0.0	0.0	0.355750782591	0.137262817925	0.0	0.172085646312	0.0	0.11531638084	0.0	0.0	0.221783741121	0.0	0.247203247203	0.0	0.15203856196	0.102282747134	0.0
88	0	0.0	0.141721854305	0.23733546071	0.0	0.0	0.0	0.0	0.148343297193	0.0	0.139291465378	0.0	0.240798315114	0.0	0.0	0.14091178212	0.0	0.231205673759	0.0	0.0832583708146	0.0
89	0	0.504097955959	0.0	0.265435147683	0.227702633988	0.0	0.145685279188	0.360938439944	0.0	0.157667603372	0.357584830339	0.100674519279	0.270231801545	0.215885545141	0.274137760648	0.212985194078	0.241877971474	0.259942477437	0.353483709273	0.148949131892	0.2877
90	0	0.198257735056	0.0	0.255781076441	0.0	0.0	0.144647261963	0.104667467949	0.0	0.16703100159	0.157189277011	0.110797174571	0.0	0.217238611278	0.0	0.0	0.0	0.257482616144	0.0	0.0	0.123373348129
91	0	0.0	0.202952755906	0.0	0.0	0.0	0.358463726885	0.129448881002	0.0	0.18007738863	0.0	0.120836250875	0.0	0.0	0.222722722723	0.0	0.253059226628	0.0	0.151160464186	0.103806927194	0.0
92	0	0.0	0.298019299137	0.237971391417	0.265648854962	0.500808897877	0.0	0.0	0.496432111001	0.160687215766	0.142640670775	0.105341837752	0.233805363061	0.282952371362	0.0	0.298826777088	0.0	0.235034150261	0.0	0.0876947662805	0.0
93	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.179654549106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.167886098477	0.214357128574
94	0	0.18996808935	0.0	0.257426736251	0.0	0.0	0.139749702026	0.105221518987	0.0	0.157141406964	0.14964299881	0.105195320246	0.0	0.223539964122	0.0	0.0	0.0	0.261462330842	0.0	0.0	0.1211998788
95	0	0.196059015744	0.0	0.265706282513	0.0	0.0	0.147549166417	0.102442947622	0.0	0.160624422307	0.149838449111	0.101665997591	0.0	0.225786863678	0.0	0.0	0.0	0.25707689219	0.0	0.0	0.127512057878
96	0	0.0	0.0	0.0	0.0	0.0	0.165511779846	0.0	0.0	0.182325487013	0.0	0.120238095238	0.0	0.0	0.22713658147	0.0	0.253200992556	0.0	0.0	0.103434302502	0.0
97	0	0.0	0.197735543874	0.0	0.0	0.0	0.355551032869	0.137137735285	0.0	0.178353506052	0.0	0.116534960488	0.0	0.0	0.226981782373	0.0	0.253136825334	0.0	0.158134920635	0.107266084839	0.0
98	0	0.192761367073	0.0	0.260554156171	0.0	0.0	0.147691999599	0.254408060453	0.0	0.16893977103	0.358016170381	0.097058234941	0.0	0.219753585134	0.27835872921	0.211549910697	0.0	0.258843743683	0.155743342832	0.0	0.288401881317
99	0	0.0	0.201667005489	0.0	0.0	0.0	0.354760460885	0.133471851192	0.0	0.180793728564	0.0	0.118597047459	0.0	0.0	0.221072530097	0.0	0.254938032533	0.0	0.153130373217	0.101075052748	0.0
